country,country_code,unemployment,inflation,gdp_growth,life_expectancy,population_growth,unemployment_lag1,inflation_lag1,gdp_growth_lag1,life_expectancy_lag1,population_growth_lag1,unemployment_lag2,inflation_lag2,gdp_growth_lag2,life_expectancy_lag2,population_growth_lag2,unemployment_change_1y,inflation_change_1y,gdp_growth_change_1y,life_expectancy_change_1y,population_growth_change_1y,unemployment_trend_3y,inflation_trend_3y,gdp_growth_trend_3y,life_expectancy_trend_3y,population_growth_trend_3y
Montenegro,MNE,13.146,8.58476910455403,6.47836283518564,77.5878048780488,-0.0099429084692826,14.851,13.0403036347004,7.73954689516201,76.1878048780488,-0.234174139002603,16.543,2.41080198403165,13.0462607426359,73.8243902439024,-0.245597310506825,-1.705,-4.45553453014637,-1.2611840599763697,1.4000000000000057,0.2242312305333204,-1.698500000000001,3.0869835602611917,-3.2839489537251296,1.8817073170732077,0.11782720101877116
Mongolia,MNG,5.178,10.347583131434,7.4221127615025,72.1224390243902,1.3708886685104,5.954,15.1509728200805,5.0327096366527,71.9007317073171,1.46704738017187,7.871,7.35894657888155,1.63676957736662,71.6451219512195,1.684959051396,-0.7759999999999998,-4.803389688646501,2.3894031248498004,0.221707317073097,-0.09615871166146994,-1.3465,1.4943182762762264,2.8926715920679404,0.2386585365853536,-0.1570351914427999
Mozambique,MOZ,6.661,7.12697482131851,5.48149036541776,63.611,2.95358093047219,6.789,10.2794018093421,4.36445074432608,63.011,2.9473431712575,5.413,6.40847652975692,2.37743572761507,60.268,2.9577768101764,-0.1280000000000001,-3.1524269880235893,1.1170396210916804,0.5999999999999943,0.006237759214690275,0.6239999999999994,0.3592491457807952,1.5520273189013447,1.6714999999999935,-0.0020979398521049626
Mauritania,MRT,10.37,4.95305034506872,6.80949001978621,68.484,2.96653079197429,10.52,9.52526628622843,6.79600500489967,68.281,2.92956466448208,11.131,3.56516484650185,0.742715486567747,66.762,2.88703345850902,-0.15000000000000036,-4.572215941159709,0.013485014886540192,0.20299999999998875,0.03696612749220973,-0.3805000000000018,0.6939427492834356,3.0333872666092323,0.8609999999999977,0.03974866673263486
Mauritius,MUS,5.571,7.05298238454736,5.00791900868131,73.4121951219512,-1.1051534726941,6.322,10.7737512242899,8.69306675264066,73.5146341463415,-0.301401216835277,7.719,4.02852888157376,3.40379866177662,73.680243902439,0.0252729878913446,-0.7510000000000003,-3.720768839742539,-3.6851477439593507,-0.10243902439030705,-0.8037522558588229,-1.0740000000000005,1.5122267514867995,0.8020601734523459,-0.13402439024391166,-0.5652132302927223
Malawi,MWI,5.009,28.7897428247298,1.94575281675984,67.353,2.57135708610945,5.02,20.953969729969,0.921115069005936,66.037,2.567947782963,5.652,9.33014410835212,4.55829212016083,64.782,2.59415828794597,-0.010999999999999233,7.8357730947608,1.024637747753904,1.3159999999999883,0.00340930314645016,-0.3214999999999999,9.729799358188837,-1.306269651700496,1.2854999999999934,-0.011400600918259786
Malaysia,MYS,3.858,2.48886560125754,3.5370638041057,76.657,1.23402869169549,3.93,3.37869862549928,9.03173723044451,75.444,1.1977720012836,4.64,2.47710241465447,3.31534954399166,73.917,1.15251304394292,-0.07200000000000006,-0.88983302424174,-5.494673426338809,1.2129999999999939,0.03625669041188995,-0.39100000000000024,0.00588159330153498,0.11085713005702051,1.369999999999991,0.040757823876284786
Namibia,NAM,19.154,5.87993463284275,4.44280600303956,67.385,2.50947899094054,19.615,6.08128114112413,5.3987247803654,64.19,2.77600581415178,20.931,3.61690530108814,3.60382919248703,60.85,2.95314556354467,-0.4609999999999985,-0.20134650828137968,-0.9559187773258406,3.1950000000000074,-0.2665268232112399,-0.8885000000000002,1.1315146658773052,0.41948840527626524,3.2675000000000027,-0.2218332863020651
Niger,NER,0.407,3.70097316425834,1.66763406484279,61.183,3.29489175812772,0.403,4.22621791916392,11.9000000000277,60.398,3.25170642220024,0.806,3.8378680284051,1.38359636198477,59.542,3.25425239869281,0.003999999999999948,-0.5252447549055801,-10.23236593518491,0.7849999999999966,0.04318533592747986,-0.19950000000000004,-0.06844743207337972,0.14201885142901247,0.8204999999999992,0.02031967971745469
Nigeria,NGA,3.074,24.659550203114,3.32684556421316,54.462,2.09838916935738,3.827,18.8471877843274,4.31882949523192,54.079,2.09281687128387,5.404,16.9528457221608,1.10925253938163,53.455,2.09618685225463,-0.7530000000000001,5.812362418786602,-0.9919839310187606,0.38300000000000267,0.005572298073510229,-1.1650000000000003,3.853352240476602,1.1087965124157653,0.5034999999999998,0.0011011585513749538
Nicaragua,NIC,4.698,8.38765854872536,4.42774384760374,74.947,1.37167812196347,4.969,10.4674244465991,3.55029945613975,74.463,1.28466010240759,6.076,4.92841396948968,10.454389484408,70.478,1.20325375827905,-0.2709999999999999,-2.07976589787374,0.8774443914639898,0.48400000000000887,0.08701801955587984,-0.6889999999999994,1.729622289617842,-3.013322818402131,2.2345000000000015,0.0842121818422101
Netherlands,NLD,3.535,3.83839354342808,-0.598096167209832,81.8634146341464,0.990139686700227,3.526,10.0012078753473,5.00723455159611,81.6146341463415,0.953278922854537,4.209,2.67572008805385,6.2768306708326,81.309756097561,0.523490508168757,0.009000000000000341,-6.16281433191922,-5.605330718805941,0.24878048780489337,0.03686076384569004,-0.3370000000000007,0.5813367276871162,-3.4374634190212148,0.27682926829269583,0.233324589265735
Norway,NOR,3.574,5.51784987104659,0.0721204806030329,83.0121951219512,1.13831142739624,3.231,5.76412317852272,3.24622860260932,82.509756097561,0.898395220610608,4.359,3.48388055266669,3.90868676830634,83.1634146341463,0.534772281874925,0.34299999999999997,-0.2462733074761294,-3.1741081220062872,0.502439024390199,0.23991620678563208,-0.3924999999999994,1.0169846591899496,-1.918283143851653,-0.07560975609755778,0.30176957276065747
