country_code,unemployment,inflation,gdp_growth,life_expectancy,population_growth,unemployment_lag1,inflation_lag1,gdp_growth_lag1,life_expectancy_lag1,population_growth_lag1,unemployment_lag2,inflation_lag2,gdp_growth_lag2,life_expectancy_lag2,population_growth_lag2,unemployment_change_1y,inflation_change_1y,gdp_growth_change_1y,life_expectancy_change_1y,population_growth_change_1y,unemployment_trend_3y,inflation_trend_3y,gdp_growth_trend_3y,life_expectancy_trend_3y,population_growth_trend_3y
IND,6.9366666666666665,5.926437420352379,6.111495020241811,69.74249999999999,1.0934851790933717,7.223083333333332,6.198324934998584,5.782375125999603,69.3775,1.1379466853998406,7.457166666666667,6.639187916634074,5.856393436376552,68.9995,1.1933136085848886,-0.2864166666666667,-0.271887514646205,0.3291198942422082,0.3649999999999996,-0.04446150630646872,-0.26025000000000004,-0.35637524814084753,0.12755079193262917,0.3714999999999993,-0.04991421474575833
IRL,8.118166666666667,1.6670090396247323,7.348120728355409,81.94512195121952,1.2347008077578718,9.044083333333333,1.3544718252825867,7.693557443547246,81.77337398373986,1.1147285941867835,9.883166666666666,0.6254846578061013,7.20787684943992,81.62621951219514,0.995050906135272,-0.9259166666666666,0.3125372143421458,-0.34543671519183744,0.17174796747967488,0.11997221357108849,-0.8825,0.5207621909093155,0.07012193945774481,0.15945121951219574,0.1198249508112999
IRN,10.723666666666666,27.3511418376474,1.856762738340425,75.85858333333333,1.2077967991552396,11.087166666666667,25.82732516402916,1.6328766338319858,75.61416666666666,1.2104456065628162,11.469999999999999,23.044066726910824,1.7533039193722024,75.41341666666666,1.2146681951467495,-0.3635,1.5238166736182421,0.22388610450843918,0.24441666666666606,-0.0026488074075766894,-0.37316666666666665,2.153537555368288,0.05172940948411139,0.22258333333333324,-0.0034356979957550055
IRQ,12.718666666666666,2.373008519993638,3.707714677270087,70.2565,2.812824572996931,12.1315,2.4932670083233996,4.293445150211321,69.93241666666667,2.9195185627225997,11.53625,2.3168487824014963,4.16373821644343,69.60366666666667,2.9976592815366985,0.5871666666666667,-0.12025848832976165,-0.5857304729412339,0.324083333333333,-0.10669398972566914,0.5912083333333334,0.028079868796070828,-0.22801176958667155,0.3264166666666668,-0.09241735426988375
ISL,4.24975,3.85227533668835,3.20769648075515,82.66686991869919,1.5810745180384886,4.54225,3.457668973693201,2.890516404922394,82.65873983739837,1.5270679724329617,4.856833333333333,3.2150003083669993,1.9703070355701493,82.64024390243901,1.3055949363632788,-0.29250000000000004,0.39460636299514823,0.3171800758327557,0.008130081300809167,0.054006545605526646,-0.30354166666666665,0.31863751416067543,0.6186947225925002,0.013313008130083986,0.13773979083760488
ISR,4.701833333333333,1.1661762235922828,3.710330040017116,82.46463414634147,1.9803370791104549,5.015833333333333,1.1047717287034537,4.0180196832581725,82.33638211382114,1.8839790625839985,5.414583333333333,0.9623613493550387,3.9572760916422625,82.244918699187,1.8723443594169034,-0.314,0.06140449488882915,-0.3076896432410558,0.12825203252032577,0.09635801652645666,-0.35637500000000005,0.10190743711862209,-0.12347302581257287,0.10985772357723352,0.05399635984677582
ITA,10.424083333333334,1.9151671409243012,0.4913715706000179,82.87418699186992,-0.14601607916866766,10.485083333333334,1.678370333160486,0.4680189301261155,82.77723577235773,-0.11300899109953903,10.509583333333333,1.122055842290928,0.19367968290406212,82.7219512195122,-0.059298405768759437,-0.06100000000000002,0.23679680776381504,0.023352640473902397,0.09695121951219217,-0.03300708806912864,-0.04274999999999995,0.39655564931668663,0.14884594384797792,0.07611788617885887,-0.043358836699954086
JAM,6.7956666666666665,5.8721270720799446,1.4566679134647478,71.66475,0.23599206667512992,7.213333333333334,5.962270332012309,1.3720039077144435,71.72858333333333,0.2701879125794373,7.508916666666667,6.150685595215067,0.7139663706256334,71.77008333333333,0.3010576540045862,-0.4176666666666668,-0.09014325993236416,0.08466400575030412,-0.06383333333333374,-0.034195845904307375,-0.356625,-0.1392792615675613,0.371350771419557,-0.052666666666667084,-0.032532793664728124
JOR,16.008166666666668,2.2604319349825914,2.2618677678069377,75.64175,3.5396476250591937,15.698166666666665,2.433562915483138,2.2496258089322883,75.318,3.6121290604717298,15.223166666666666,2.484926504612304,2.221909064891445,75.04375,3.649593751225243,0.31000000000000005,-0.17313098050054668,0.012241958874649144,0.32374999999999926,-0.07248143541253577,0.3925,-0.11224728481485624,0.019979351457746264,0.29899999999999943,-0.05497306308302496
JPN,3.0810833333333334,0.9306482735437053,0.7376588969497538,83.95873983739837,-0.21904402225891936,3.2435833333333335,0.6355991672576328,0.6167234563885624,83.83790650406503,-0.19386533095572792,3.4509166666666666,0.36677033482093874,0.8797167183842728,83.74176829268293,-0.15538095923338688,-0.16249999999999995,0.2950491062860725,0.12093544056119147,0.12083333333333356,-0.02517869130319143,-0.18491666666666665,0.28193896936138324,-0.07102891071725947,0.10848577235772082,-0.03183153151276624
